n,instance,method,lambda,run_index,seed,feasible,optimal,objective_value,optimal_value,approximation_ratio,runtime_s
13,hypergraph_r3_n13_d5_w1_73,annealer,3,0,42,True,True,13.000000,13.000000,1.000000,7.783776
13,hypergraph_r3_n13_d5_w1_73,annealer,3,1,43,True,True,13.000000,13.000000,1.000000,7.775361
13,hypergraph_r3_n13_d5_w1_73,annealer,3,2,44,True,True,13.000000,13.000000,1.000000,7.801038
13,hypergraph_r3_n13_d5_w1_73,annealer,3,3,45,True,True,13.000000,13.000000,1.000000,7.816712
13,hypergraph_r3_n13_d5_w1_73,annealer,3,4,46,True,True,13.000000,13.000000,1.000000,7.785666
13,hypergraph_r3_n13_d5_w1_73,kahypar,,,-1,True,True,13.000000,13.000000,1.000000,0.004410
13,hypergraph_r3_n13_d5_w1_74,qaoa,0.3,0,42,True,False,13.000000,12.000000,1.083333,2.161987
13,hypergraph_r3_n13_d5_w1_74,qaoa,0.3,1,43,False,False,,12.000000,,2.359310
13,hypergraph_r3_n13_d5_w1_74,qaoa,0.3,2,44,True,False,18.000000,12.000000,1.500000,2.498082
13,hypergraph_r3_n13_d5_w1_74,qaoa,0.3,3,45,True,False,15.000000,12.000000,1.250000,3.152587
13,hypergraph_r3_n13_d5_w1_74,qaoa,0.3,4,46,False,False,,12.000000,,2.821159
13,hypergraph_r3_n13_d5_w1_74,annealer,0.3,0,42,False,False,,12.000000,,7.886798
13,hypergraph_r3_n13_d5_w1_74,annealer,0.3,1,43,False,False,,12.000000,,7.842182
13,hypergraph_r3_n13_d5_w1_74,annealer,0.3,2,44,False,False,,12.000000,,7.814011
13,hypergraph_r3_n13_d5_w1_74,annealer,0.3,3,45,False,False,,12.000000,,7.836797
13,hypergraph_r3_n13_d5_w1_74,annealer,0.3,4,46,False,False,,12.000000,,7.824400
13,hypergraph_r3_n13_d5_w1_74,qaoa,1,0,42,True,True,12.000000,12.000000,1.000000,1.417091
13,hypergraph_r3_n13_d5_w1_74,qaoa,1,1,43,True,False,13.000000,12.000000,1.083333,1.461614
13,hypergraph_r3_n13_d5_w1_74,qaoa,1,2,44,True,False,13.000000,12.000000,1.083333,1.819991
13,hypergraph_r3_n13_d5_w1_74,qaoa,1,3,45,True,False,15.000000,12.000000,1.250000,2.040917
13,hypergraph_r3_n13_d5_w1_74,qaoa,1,4,46,True,True,12.000000,12.000000,1.000000,2.079823
13,hypergraph_r3_n13_d5_w1_74,annealer,1,0,42,False,False,,12.000000,,7.862255
13,hypergraph_r3_n13_d5_w1_74,annealer,1,1,43,False,False,,12.000000,,7.804254
13,hypergraph_r3_n13_d5_w1_74,annealer,1,2,44,True,True,12.000000,12.000000,1.000000,7.819001
13,hypergraph_r3_n13_d5_w1_74,annealer,1,3,45,False,False,,12.000000,,7.805453
13,hypergraph_r3_n13_d5_w1_74,annealer,1,4,46,True,True,12.000000,12.000000,1.000000,7.804293
13,hypergraph_r3_n13_d5_w1_74,qaoa,3,0,42,True,False,17.000000,12.000000,1.416667,2.517396
13,hypergraph_r3_n13_d5_w1_74,qaoa,3,1,43,True,False,18.000000,12.000000,1.500000,2.870765
13,hypergraph_r3_n13_d5_w1_74,qaoa,3,2,44,True,False,18.000000,12.000000,1.500000,2.719968
13,hypergraph_r3_n13_d5_w1_74,qaoa,3,3,45,True,False,17.000000,12.000000,1.416667,2.304132
13,hypergraph_r3_n13_d5_w1_74,qaoa,3,4,46,True,False,19.000000,12.000000,1.583333,2.241804
13,hypergraph_r3_n13_d5_w1_74,annealer,3,0,42,True,True,12.000000,12.000000,1.000000,7.831124
13,hypergraph_r3_n13_d5_w1_74,annealer,3,1,43,True,True,12.000000,12.000000,1.000000,7.818599
13,hypergraph_r3_n13_d5_w1_74,annealer,3,2,44,True,True,12.000000,12.000000,1.000000,7.774267
13,hypergraph_r3_n13_d5_w1_74,annealer,3,3,45,True,True,12.000000,12.000000,1.000000,7.749312
13,hypergraph_r3_n13_d5_w1_74,annealer,3,4,46,True,True,12.000000,12.000000,1.000000,7.775726
13,hypergraph_r3_n13_d5_w1_74,kahypar,,,-1,True,True,12.000000,12.000000,1.000000,0.004805
13,hypergraph_r3_n13_d5_w1_75,qaoa,0.3,0,42,True,False,12.000000,11.000000,1.090909,2.094565
13,hypergraph_r3_n13_d5_w1_75,qaoa,0.3,1,43,False,False,,11.000000,,2.813574
13,hypergraph_r3_n13_d5_w1_75,qaoa,0.3,2,44,False,False,,11.000000,,2.552618
13,hypergraph_r3_n13_d5_w1_75,qaoa,0.3,3,45,True,True,11.000000,11.000000,1.000000,2.070657
13,hypergraph_r3_n13_d5_w1_75,qaoa,0.3,4,46,False,False,,11.000000,,2.332992
13,hypergraph_r3_n13_d5_w1_75,annealer,0.3,0,42,False,False,,11.000000,,7.819402
13,hypergraph_r3_n13_d5_w1_75,annealer,0.3,1,43,False,False,,11.000000,,7.837679
13,hypergraph_r3_n13_d5_w1_75,annealer,0.3,2,44,False,False,,11.000000,,7.792088
13,hypergraph_r3_n13_d5_w1_75,annealer,0.3,3,45,False,False,,11.000000,,7.812294
13,hypergraph_r3_n13_d5_w1_75,annealer,0.3,4,46,False,False,,11.000000,,7.887394
13,hypergraph_r3_n13_d5_w1_75,qaoa,1,0,42,True,True,11.000000,11.000000,1.000000,2.526219
13,hypergraph_r3_n13_d5_w1_75,qaoa,1,1,43,True,True,11.000000,11.000000,1.000000,1.865380
13,hypergraph_r3_n13_d5_w1_75,qaoa,1,2,44,True,False,16.000000,11.000000,1.454545,2.996838
13,hypergraph_r3_n13_d5_w1_75,qaoa,1,3,45,True,False,15.000000,11.000000,1.363636,1.443817
13,hypergraph_r3_n13_d5_w1_75,qaoa,1,4,46,True,True,11.000000,11.000000,1.000000,2.045039
13,hypergraph_r3_n13_d5_w1_75,annealer,1,0,42,True,True,11.000000,11.000000,1.000000,7.870650
13,hypergraph_r3_n13_d5_w1_75,annealer,1,1,43,True,True,11.000000,11.000000,1.000000,7.847583
13,hypergraph_r3_n13_d5_w1_75,annealer,1,2,44,True,True,11.000000,11.000000,1.000000,7.827725
13,hypergraph_r3_n13_d5_w1_75,annealer,1,3,45,True,True,11.000000,11.000000,1.000000,7.891498
13,hypergraph_r3_n13_d5_w1_75,annealer,1,4,46,False,False,,11.000000,,7.868501
13,hypergraph_r3_n13_d5_w1_75,qaoa,3,0,42,True,False,13.000000,11.000000,1.181818,2.904688
13,hypergraph_r3_n13_d5_w1_75,qaoa,3,1,43,True,False,12.000000,11.000000,1.090909,2.586357
13,hypergraph_r3_n13_d5_w1_75,qaoa,3,2,44,True,False,16.000000,11.000000,1.454545,2.483510
13,hypergraph_r3_n13_d5_w1_75,qaoa,3,3,45,True,False,16.000000,11.000000,1.454545,2.515630
13,hypergraph_r3_n13_d5_w1_75,qaoa,3,4,46,True,False,16.000000,11.000000,1.454545,1.918189
13,hypergraph_r3_n13_d5_w1_75,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,7.842745
13,hypergraph_r3_n13_d5_w1_75,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,7.811696
13,hypergraph_r3_n13_d5_w1_75,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,7.811498
13,hypergraph_r3_n13_d5_w1_75,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,7.795624
13,hypergraph_r3_n13_d5_w1_75,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,7.800448
13,hypergraph_r3_n13_d5_w1_75,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.007070
13,hypergraph_r3_n13_d5_w1_76,qaoa,0.3,0,42,True,True,11.000000,11.000000,1.000000,1.536198
13,hypergraph_r3_n13_d5_w1_76,qaoa,0.3,1,43,False,False,,11.000000,,3.247711
13,hypergraph_r3_n13_d5_w1_76,qaoa,0.3,2,44,True,True,11.000000,11.000000,1.000000,2.598582
13,hypergraph_r3_n13_d5_w1_76,qaoa,0.3,3,45,True,True,11.000000,11.000000,1.000000,2.386690
13,hypergraph_r3_n13_d5_w1_76,qaoa,0.3,4,46,False,False,,11.000000,,3.258769
13,hypergraph_r3_n13_d5_w1_76,annealer,0.3,0,42,False,False,,11.000000,,7.789753
13,hypergraph_r3_n13_d5_w1_76,annealer,0.3,1,43,False,False,,11.000000,,7.792706
13,hypergraph_r3_n13_d5_w1_76,annealer,0.3,2,44,False,False,,11.000000,,7.788736
13,hypergraph_r3_n13_d5_w1_76,annealer,0.3,3,45,False,False,,11.000000,,7.819988
13,hypergraph_r3_n13_d5_w1_76,annealer,0.3,4,46,False,False,,11.000000,,7.805033
13,hypergraph_r3_n13_d5_w1_76,qaoa,1,0,42,True,True,11.000000,11.000000,1.000000,2.400426
13,hypergraph_r3_n13_d5_w1_76,qaoa,1,1,43,True,True,11.000000,11.000000,1.000000,1.956376
13,hypergraph_r3_n13_d5_w1_76,qaoa,1,2,44,True,False,15.000000,11.000000,1.363636,1.893824
13,hypergraph_r3_n13_d5_w1_76,qaoa,1,3,45,True,False,15.000000,11.000000,1.363636,2.091884
13,hypergraph_r3_n13_d5_w1_76,qaoa,1,4,46,True,True,11.000000,11.000000,1.000000,2.548444
13,hypergraph_r3_n13_d5_w1_76,annealer,1,0,42,True,True,11.000000,11.000000,1.000000,7.796187
13,hypergraph_r3_n13_d5_w1_76,annealer,1,1,43,True,True,11.000000,11.000000,1.000000,7.799385
13,hypergraph_r3_n13_d5_w1_76,annealer,1,2,44,True,True,11.000000,11.000000,1.000000,7.787388
13,hypergraph_r3_n13_d5_w1_76,annealer,1,3,45,True,True,11.000000,11.000000,1.000000,7.775481
13,hypergraph_r3_n13_d5_w1_76,annealer,1,4,46,True,True,11.000000,11.000000,1.000000,7.770507
13,hypergraph_r3_n13_d5_w1_76,qaoa,3,0,42,True,False,16.000000,11.000000,1.454545,2.919441
13,hypergraph_r3_n13_d5_w1_76,qaoa,3,1,43,True,False,12.000000,11.000000,1.090909,1.629700
13,hypergraph_r3_n13_d5_w1_76,qaoa,3,2,44,True,False,15.000000,11.000000,1.363636,2.523844
13,hypergraph_r3_n13_d5_w1_76,qaoa,3,3,45,True,False,12.000000,11.000000,1.090909,2.638286
13,hypergraph_r3_n13_d5_w1_76,qaoa,3,4,46,True,False,17.000000,11.000000,1.545455,2.088893
13,hypergraph_r3_n13_d5_w1_76,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,7.801449
13,hypergraph_r3_n13_d5_w1_76,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,7.766216
13,hypergraph_r3_n13_d5_w1_76,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,7.770290
13,hypergraph_r3_n13_d5_w1_76,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,7.780164
13,hypergraph_r3_n13_d5_w1_76,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,7.803248
13,hypergraph_r3_n13_d5_w1_76,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.004489
13,hypergraph_r3_n13_d5_w1_77,qaoa,0.3,0,42,True,True,10.000000,10.000000,1.000000,1.742502
13,hypergraph_r3_n13_d5_w1_77,qaoa,0.3,1,43,False,False,,10.000000,,2.705651
13,hypergraph_r3_n13_d5_w1_77,qaoa,0.3,2,44,True,False,14.000000,10.000000,1.400000,2.303765
13,hypergraph_r3_n13_d5_w1_77,qaoa,0.3,3,45,True,True,10.000000,10.000000,1.000000,1.349583
13,hypergraph_r3_n13_d5_w1_77,qaoa,0.3,4,46,False,False,,10.000000,,2.161317
13,hypergraph_r3_n13_d5_w1_77,annealer,0.3,0,42,True,True,10.000000,10.000000,1.000000,7.852996
13,hypergraph_r3_n13_d5_w1_77,annealer,0.3,1,43,True,True,10.000000,10.000000,1.000000,7.866914
13,hypergraph_r3_n13_d5_w1_77,annealer,0.3,2,44,True,True,10.000000,10.000000,1.000000,7.838146
13,hypergraph_r3_n13_d5_w1_77,annealer,0.3,3,45,True,True,10.000000,10.000000,1.000000,7.849012
13,hypergraph_r3_n13_d5_w1_77,annealer,0.3,4,46,True,True,10.000000,10.000000,1.000000,7.848454
13,hypergraph_r3_n13_d5_w1_77,qaoa,1,0,42,True,True,10.000000,10.000000,1.000000,2.244078
13,hypergraph_r3_n13_d5_w1_77,qaoa,1,1,43,True,True,10.000000,10.000000,1.000000,1.076347
13,hypergraph_r3_n13_d5_w1_77,qaoa,1,2,44,True,False,12.000000,10.000000,1.200000,2.241449
13,hypergraph_r3_n13_d5_w1_77,qaoa,1,3,45,True,False,14.000000,10.000000,1.400000,1.957001
13,hypergraph_r3_n13_d5_w1_77,qaoa,1,4,46,True,False,11.000000,10.000000,1.100000,1.915091
13,hypergraph_r3_n13_d5_w1_77,annealer,1,0,42,True,True,10.000000,10.000000,1.000000,7.830192
13,hypergraph_r3_n13_d5_w1_77,annealer,1,1,43,True,True,10.000000,10.000000,1.000000,7.834230
13,hypergraph_r3_n13_d5_w1_77,annealer,1,2,44,True,True,10.000000,10.000000,1.000000,7.796579
13,hypergraph_r3_n13_d5_w1_77,annealer,1,3,45,True,True,10.000000,10.000000,1.000000,7.782417
13,hypergraph_r3_n13_d5_w1_77,annealer,1,4,46,True,True,10.000000,10.000000,1.000000,7.892046
13,hypergraph_r3_n13_d5_w1_77,qaoa,3,0,42,True,False,12.000000,10.000000,1.200000,2.481586
13,hypergraph_r3_n13_d5_w1_77,qaoa,3,1,43,True,False,16.000000,10.000000,1.600000,3.235479
13,hypergraph_r3_n13_d5_w1_77,qaoa,3,2,44,True,False,15.000000,10.000000,1.500000,2.055903
13,hypergraph_r3_n13_d5_w1_77,qaoa,3,3,45,True,False,17.000000,10.000000,1.700000,2.356851
13,hypergraph_r3_n13_d5_w1_77,qaoa,3,4,46,True,False,14.000000,10.000000,1.400000,2.957141
13,hypergraph_r3_n13_d5_w1_77,annealer,3,0,42,True,True,10.000000,10.000000,1.000000,7.809597
13,hypergraph_r3_n13_d5_w1_77,annealer,3,1,43,True,True,10.000000,10.000000,1.000000,7.773306
13,hypergraph_r3_n13_d5_w1_77,annealer,3,2,44,True,True,10.000000,10.000000,1.000000,7.772619
13,hypergraph_r3_n13_d5_w1_77,annealer,3,3,45,True,True,10.000000,10.000000,1.000000,7.765579
13,hypergraph_r3_n13_d5_w1_77,annealer,3,4,46,True,True,10.000000,10.000000,1.000000,7.762303
13,hypergraph_r3_n13_d5_w1_77,kahypar,,,-1,True,True,10.000000,10.000000,1.000000,0.011034
13,hypergraph_r3_n13_d5_w1_78,qaoa,0.3,0,42,True,False,10.000000,9.000000,1.111111,2.109198
13,hypergraph_r3_n13_d5_w1_78,qaoa,0.3,1,43,False,False,,9.000000,,2.204182
13,hypergraph_r3_n13_d5_w1_78,qaoa,0.3,2,44,True,True,9.000000,9.000000,1.000000,3.424595
13,hypergraph_r3_n13_d5_w1_78,qaoa,0.3,3,45,True,False,10.000000,9.000000,1.111111,2.713046
13,hypergraph_r3_n13_d5_w1_78,qaoa,0.3,4,46,False,False,,9.000000,,2.585707
13,hypergraph_r3_n13_d5_w1_78,annealer,0.3,0,42,False,False,,9.000000,,7.827710
13,hypergraph_r3_n13_d5_w1_78,annealer,0.3,1,43,False,False,,9.000000,,7.764516
13,hypergraph_r3_n13_d5_w1_78,annealer,0.3,2,44,False,False,,9.000000,,7.765534
13,hypergraph_r3_n13_d5_w1_78,annealer,0.3,3,45,False,False,,9.000000,,7.763904
13,hypergraph_r3_n13_d5_w1_78,annealer,0.3,4,46,False,False,,9.000000,,7.770550
13,hypergraph_r3_n13_d5_w1_78,qaoa,1,0,42,True,True,9.000000,9.000000,1.000000,2.067536
13,hypergraph_r3_n13_d5_w1_78,qaoa,1,1,43,True,True,9.000000,9.000000,1.000000,1.689546
13,hypergraph_r3_n13_d5_w1_78,qaoa,1,2,44,True,False,12.000000,9.000000,1.333333,1.944395
13,hypergraph_r3_n13_d5_w1_78,qaoa,1,3,45,True,False,15.000000,9.000000,1.666667,1.811537
13,hypergraph_r3_n13_d5_w1_78,qaoa,1,4,46,True,True,9.000000,9.000000,1.000000,2.305917
13,hypergraph_r3_n13_d5_w1_78,annealer,1,0,42,True,True,9.000000,9.000000,1.000000,7.839520
13,hypergraph_r3_n13_d5_w1_78,annealer,1,1,43,True,True,9.000000,9.000000,1.000000,7.781107
13,hypergraph_r3_n13_d5_w1_78,annealer,1,2,44,True,True,9.000000,9.000000,1.000000,7.859996
13,hypergraph_r3_n13_d5_w1_78,annealer,1,3,45,True,True,9.000000,9.000000,1.000000,7.795162
13,hypergraph_r3_n13_d5_w1_78,annealer,1,4,46,False,False,,9.000000,,7.786922
13,hypergraph_r3_n13_d5_w1_78,qaoa,3,0,42,True,False,16.000000,9.000000,1.777778,2.186833
13,hypergraph_r3_n13_d5_w1_78,qaoa,3,1,43,True,False,15.000000,9.000000,1.666667,1.794628
13,hypergraph_r3_n13_d5_w1_78,qaoa,3,2,44,True,False,12.000000,9.000000,1.333333,2.380219
13,hypergraph_r3_n13_d5_w1_78,qaoa,3,3,45,True,False,16.000000,9.000000,1.777778,2.404861
13,hypergraph_r3_n13_d5_w1_78,qaoa,3,4,46,True,False,13.000000,9.000000,1.444444,2.816445
13,hypergraph_r3_n13_d5_w1_78,annealer,3,0,42,True,True,9.000000,9.000000,1.000000,7.764302
13,hypergraph_r3_n13_d5_w1_78,annealer,3,1,43,True,True,9.000000,9.000000,1.000000,7.730454
13,hypergraph_r3_n13_d5_w1_78,annealer,3,2,44,True,True,9.000000,9.000000,1.000000,7.766030
13,hypergraph_r3_n13_d5_w1_78,annealer,3,3,45,True,True,9.000000,9.000000,1.000000,7.729100
13,hypergraph_r3_n13_d5_w1_78,annealer,3,4,46,True,True,9.000000,9.000000,1.000000,7.754582
13,hypergraph_r3_n13_d5_w1_78,kahypar,,,-1,True,True,9.000000,9.000000,1.000000,0.003981
13,hypergraph_r3_n13_d5_w1_79,qaoa,0.3,0,42,False,False,,13.000000,,2.201864
13,hypergraph_r3_n13_d5_w1_79,qaoa,0.3,1,43,False,False,,13.000000,,3.052000
13,hypergraph_r3_n13_d5_w1_79,qaoa,0.3,2,44,True,False,19.000000,13.000000,1.461538,1.667141
13,hypergraph_r3_n13_d5_w1_79,qaoa,0.3,3,45,False,False,,13.000000,,1.810829
13,hypergraph_r3_n13_d5_w1_79,qaoa,0.3,4,46,True,False,15.000000,13.000000,1.153846,1.932125
13,hypergraph_r3_n13_d5_w1_79,annealer,0.3,0,42,False,False,,13.000000,,8.012531
13,hypergraph_r3_n13_d5_w1_79,annealer,0.3,1,43,False,False,,13.000000,,7.851153
13,hypergraph_r3_n13_d5_w1_79,annealer,0.3,2,44,False,False,,13.000000,,7.846484
13,hypergraph_r3_n13_d5_w1_79,annealer,0.3,3,45,False,False,,13.000000,,7.882089
13,hypergraph_r3_n13_d5_w1_79,annealer,0.3,4,46,False,False,,13.000000,,7.841458
13,hypergraph_r3_n13_d5_w1_79,qaoa,1,0,42,True,False,14.000000,13.000000,1.076923,1.718775
13,hypergraph_r3_n13_d5_w1_79,qaoa,1,1,43,True,True,13.000000,13.000000,1.000000,1.259691
13,hypergraph_r3_n13_d5_w1_79,qaoa,1,2,44,True,False,18.000000,13.000000,1.384615,2.102795
13,hypergraph_r3_n13_d5_w1_79,qaoa,1,3,45,True,False,17.000000,13.000000,1.307692,1.755105
13,hypergraph_r3_n13_d5_w1_79,qaoa,1,4,46,True,False,14.000000,13.000000,1.076923,2.088532
13,hypergraph_r3_n13_d5_w1_79,annealer,1,0,42,True,True,13.000000,13.000000,1.000000,7.833945
13,hypergraph_r3_n13_d5_w1_79,annealer,1,1,43,True,True,13.000000,13.000000,1.000000,7.894585
13,hypergraph_r3_n13_d5_w1_79,annealer,1,2,44,True,True,13.000000,13.000000,1.000000,7.793510
13,hypergraph_r3_n13_d5_w1_79,annealer,1,3,45,True,True,13.000000,13.000000,1.000000,7.798574
13,hypergraph_r3_n13_d5_w1_79,annealer,1,4,46,True,True,13.000000,13.000000,1.000000,7.803321
13,hypergraph_r3_n13_d5_w1_79,qaoa,3,0,42,True,False,14.000000,13.000000,1.076923,2.444541
13,hypergraph_r3_n13_d5_w1_79,qaoa,3,1,43,True,False,18.000000,13.000000,1.384615,2.727973
13,hypergraph_r3_n13_d5_w1_79,qaoa,3,2,44,True,False,17.000000,13.000000,1.307692,1.755877
13,hypergraph_r3_n13_d5_w1_79,qaoa,3,3,45,True,False,18.000000,13.000000,1.384615,2.068108
13,hypergraph_r3_n13_d5_w1_79,qaoa,3,4,46,True,False,18.000000,13.000000,1.384615,2.757629
13,hypergraph_r3_n13_d5_w1_79,annealer,3,0,42,True,True,13.000000,13.000000,1.000000,7.866871
13,hypergraph_r3_n13_d5_w1_79,annealer,3,1,43,True,True,13.000000,13.000000,1.000000,7.835471
13,hypergraph_r3_n13_d5_w1_79,annealer,3,2,44,True,True,13.000000,13.000000,1.000000,7.773282
13,hypergraph_r3_n13_d5_w1_79,annealer,3,3,45,True,True,13.000000,13.000000,1.000000,7.772829
13,hypergraph_r3_n13_d5_w1_79,annealer,3,4,46,True,True,13.000000,13.000000,1.000000,7.857437
13,hypergraph_r3_n13_d5_w1_79,kahypar,,,-1,True,True,13.000000,13.000000,1.000000,0.004322
13,hypergraph_r3_n13_d5_w1_80,qaoa,0.3,0,42,False,False,,11.000000,,1.337869
13,hypergraph_r3_n13_d5_w1_80,qaoa,0.3,1,43,False,False,,11.000000,,1.750759
13,hypergraph_r3_n13_d5_w1_80,qaoa,0.3,2,44,True,False,14.000000,11.000000,1.272727,2.087336
13,hypergraph_r3_n13_d5_w1_80,qaoa,0.3,3,45,False,False,,11.000000,,2.066093
13,hypergraph_r3_n13_d5_w1_80,qaoa,0.3,4,46,False,False,,11.000000,,1.980959
13,hypergraph_r3_n13_d5_w1_80,annealer,0.3,0,42,False,False,,11.000000,,7.870033
13,hypergraph_r3_n13_d5_w1_80,annealer,0.3,1,43,False,False,,11.000000,,7.795366
13,hypergraph_r3_n13_d5_w1_80,annealer,0.3,2,44,False,False,,11.000000,,7.814191
13,hypergraph_r3_n13_d5_w1_80,annealer,0.3,3,45,False,False,,11.000000,,7.806126
13,hypergraph_r3_n13_d5_w1_80,annealer,0.3,4,46,False,False,,11.000000,,7.804270
13,hypergraph_r3_n13_d5_w1_80,qaoa,1,0,42,True,True,11.000000,11.000000,1.000000,2.145559
13,hypergraph_r3_n13_d5_w1_80,qaoa,1,1,43,True,True,11.000000,11.000000,1.000000,1.959484
13,hypergraph_r3_n13_d5_w1_80,qaoa,1,2,44,True,False,14.000000,11.000000,1.272727,1.913375
13,hypergraph_r3_n13_d5_w1_80,qaoa,1,3,45,True,False,16.000000,11.000000,1.454545,2.294891
13,hypergraph_r3_n13_d5_w1_80,qaoa,1,4,46,True,False,12.000000,11.000000,1.090909,3.540636
13,hypergraph_r3_n13_d5_w1_80,annealer,1,0,42,False,False,,11.000000,,7.862655
13,hypergraph_r3_n13_d5_w1_80,annealer,1,1,43,True,True,11.000000,11.000000,1.000000,7.813162
13,hypergraph_r3_n13_d5_w1_80,annealer,1,2,44,False,False,,11.000000,,7.787877
13,hypergraph_r3_n13_d5_w1_80,annealer,1,3,45,True,True,11.000000,11.000000,1.000000,7.806732
13,hypergraph_r3_n13_d5_w1_80,annealer,1,4,46,False,False,,11.000000,,7.807993
13,hypergraph_r3_n13_d5_w1_80,qaoa,3,0,42,True,False,14.000000,11.000000,1.272727,2.743733
13,hypergraph_r3_n13_d5_w1_80,qaoa,3,1,43,True,False,16.000000,11.000000,1.454545,2.266866
13,hypergraph_r3_n13_d5_w1_80,qaoa,3,2,44,True,False,17.000000,11.000000,1.545455,2.615064
13,hypergraph_r3_n13_d5_w1_80,qaoa,3,3,45,True,False,16.000000,11.000000,1.454545,2.638115
13,hypergraph_r3_n13_d5_w1_80,qaoa,3,4,46,True,False,14.000000,11.000000,1.272727,2.128337
13,hypergraph_r3_n13_d5_w1_80,annealer,3,0,42,True,True,11.000000,11.000000,1.000000,7.779145
13,hypergraph_r3_n13_d5_w1_80,annealer,3,1,43,True,True,11.000000,11.000000,1.000000,7.765465
13,hypergraph_r3_n13_d5_w1_80,annealer,3,2,44,True,True,11.000000,11.000000,1.000000,7.760433
13,hypergraph_r3_n13_d5_w1_80,annealer,3,3,45,True,True,11.000000,11.000000,1.000000,7.811920
13,hypergraph_r3_n13_d5_w1_80,annealer,3,4,46,True,True,11.000000,11.000000,1.000000,7.758477
13,hypergraph_r3_n13_d5_w1_80,kahypar,,,-1,True,True,11.000000,11.000000,1.000000,0.004329
13,hypergraph_r3_n13_d5_w1_81,qaoa,0.3,0,42,True,True,12.000000,12.000000,1.000000,2.090381
13,hypergraph_r3_n13_d5_w1_81,qaoa,0.3,1,43,False,False,,12.000000,,1.998780
13,hypergraph_r3_n13_d5_w1_81,qaoa,0.3,2,44,True,False,18.000000,12.000000,1.500000,1.862764
13,hypergraph_r3_n13_d5_w1_81,qaoa,0.3,3,45,True,True,12.000000,12.000000,1.000000,2.144086
13,hypergraph_r3_n13_d5_w1_81,qaoa,0.3,4,46,True,False,15.000000,12.000000,1.250000,2.267598
13,hypergraph_r3_n13_d5_w1_81,annealer,0.3,0,42,False,False,,12.000000,,7.979354
13,hypergraph_r3_n13_d5_w1_81,annealer,0.3,1,43,False,False,,12.000000,,7.910030
13,hypergraph_r3_n13_d5_w1_81,annealer,0.3,2,44,False,False,,12.000000,,7.900266
13,hypergraph_r3_n13_d5_w1_81,annealer,0.3,3,45,False,False,,12.000000,,7.881757
13,hypergraph_r3_n13_d5_w1_81,annealer,0.3,4,46,False,False,,12.000000,,7.885325
13,hypergraph_r3_n13_d5_w1_81,qaoa,1,0,42,True,False,14.000000,12.000000,1.166667,2.838968
13,hypergraph_r3_n13_d5_w1_81,qaoa,1,1,43,True,False,13.000000,12.000000,1.083333,1.596909
13,hypergraph_r3_n13_d5_w1_81,qaoa,1,2,44,True,False,14.000000,12.000000,1.166667,2.597878
13,hypergraph_r3_n13_d5_w1_81,qaoa,1,3,45,True,False,14.000000,12.000000,1.166667,2.554830
13,hypergraph_r3_n13_d5_w1_81,qaoa,1,4,46,True,False,14.000000,12.000000,1.166667,1.934935
13,hypergraph_r3_n13_d5_w1_81,annealer,1,0,42,True,True,12.000000,12.000000,1.000000,7.839609
13,hypergraph_r3_n13_d5_w1_81,annealer,1,1,43,True,True,12.000000,12.000000,1.000000,7.821992
13,hypergraph_r3_n13_d5_w1_81,annealer,1,2,44,True,True,12.000000,12.000000,1.000000,7.830915
13,hypergraph_r3_n13_d5_w1_81,annealer,1,3,45,True,True,12.000000,12.000000,1.000000,7.779882
13,hypergraph_r3_n13_d5_w1_81,annealer,1,4,46,True,True,12.000000,12.000000,1.000000,7.787277
13,hypergraph_r3_n13_d5_w1_81,qaoa,3,0,42,True,False,17.000000,12.000000,1.416667,2.715701
13,hypergraph_r3_n13_d5_w1_81,qaoa,3,1,43,True,False,18.000000,12.000000,1.500000,2.484576
13,hypergraph_r3_n13_d5_w1_81,qaoa,3,2,44,True,False,16.000000,12.000000,1.333333,1.142657
13,hypergraph_r3_n13_d5_w1_81,qaoa,3,3,45,True,False,14.000000,12.000000,1.166667,2.371834
13,hypergraph_r3_n13_d5_w1_81,qaoa,3,4,46,True,False,15.000000,12.000000,1.250000,2.290898
13,hypergraph_r3_n13_d5_w1_81,annealer,3,0,42,True,True,12.000000,12.000000,1.000000,7.836256
13,hypergraph_r3_n13_d5_w1_81,annealer,3,1,43,True,True,12.000000,12.000000,1.000000,7.765957
13,hypergraph_r3_n13_d5_w1_81,annealer,3,2,44,True,True,12.000000,12.000000,1.000000,7.763928
13,hypergraph_r3_n13_d5_w1_81,annealer,3,3,45,True,True,12.000000,12.000000,1.000000,7.804340
